STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,
Pima,,,,123,"10,783",,,270,,"5,045",,"12,693",,"28,791",,,,
Pinal,,,,4,56,,,1,,95,,112,,264,,,,
Santa Cruz,,,,24,"1,207",,,19,,594,,"1,235",,"3,055",,,,
Yuma,,,,27,"2,415",,,59,,"1,318",,"3,396",,"7,188",,,,
Total:,,,,213,"19,370",,,457,,"9,619",,"23,840",,"53,286",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 8,,,,,,,,,,,,,,,,,,
Maricopa,,,,173,"21,949",,,931,,"26,825",,"37,392",,"87,097",,,,
Total:,,,,173,"21,949",,,931,,"26,825",,"37,392",,"87,097",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 9,,,,,,,,,,,,,,,,,,
La Paz,,,,11,376,,,9,,708,,737,,"1,830",,,,
Maricopa,,,,112,"12,244",,,528,,"15,254",,"20,799",,"48,825",,,,
Mohave,,,,22,"2,403",,,129,,"6,143",,"6,208",,"14,883",,,,
Yuma,,,,19,"1,371",,,92,,"2,745",,"2,906",,"7,114",,,,
Total:,,,,164,"16,394",,,758,,"24,850",,"30,650",,"72,652",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 1,,,,,,,,,,,,,,,,,,
Coconino,,,,1,89,,,3,,46,,107,,245,,,,
Yavapai,,,,45,"4,426",,,305,,"8,331",,"8,404",,"21,466",,,,
Total:,,,,46,"4,515",,,308,,"8,377",,"8,511",,"21,711",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 2,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"7,690",,,410,,"7,998",,"14,047",,"30,145",,,,
Total:,,,,48,"7,690",,,410,,"7,998",,"14,047",,"30,145",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,
Maricopa,,,,58,"5,090",,,278,,"10,725",,"9,916",,"26,009",,,,
Total:,,,,58,"5,090",,,278,,"10,725",,"9,916",,"26,009",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,
Maricopa,,,,70,"7,645",,,365,,"9,606",,"11,890",,"29,506",,,,
Total:,,,,70,"7,645",,,365,,"9,606",,"11,890",,"29,506",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,
Maricopa,,,,54,"13,695",,,445,,"6,168",,"14,934",,"35,242",,,,
Total:,,,,54,"13,695",,,445,,"6,168",,"14,934",,"35,242",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,
Apache,,,,44,"1,932",,,22,,"1,092",,"1,434",,"4,480",,,,
Coconino,,,,49,"2,733",,,112,,"1,607",,"2,667",,"7,119",,,,
Gila,,,,3,249,,,0,,28,,154,,431,,,,
Graham,,,,2,312,,,3,,43,,133,,491,,,,
Mohave,,,,2,10,,,0,,11,,24,,45,,,,
Navajo,,,,7,"1,591",,,24,,598,,"1,352",,"3,565",,,,
Pinal,,,,1,0,,,0,,0,,0,,0,,,,
Total:,,,,108,"6,827",,,161,,"3,379",,"5,764",,"16,131",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,
Coconino,,,,25,"2,800",,,105,,"1,633",,"2,547",,"7,085",,,,
Gila,,,,36,655,,,38,,"1,591",,"1,423",,"3,707",,,,
Navajo,,,,7,641,,,39,,"2,301",,"1,700",,"4,681",,,,
Pinal,,,,27,784,,,34,,"1,203",,"1,541",,"3,562",,,,
Total:,,,,95,"4,880",,,216,,"6,728",,"7,211",,"19,035",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"15,093",,,606,,"9,143",,"20,213",,"45,055",,,,
Total:,,,,57,"15,093",,,606,,"9,143",,"20,213",,"45,055",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,
Maricopa,,,,39,"9,371",,,437,,"7,694",,"15,830",,"33,332",,,,
Total:,,,,39,"9,371",,,437,,"7,694",,"15,830",,"33,332",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,
Maricopa,,,,43,"5,665",,,307,,"9,394",,"11,347",,"26,713",,,,
Pinal,,,,3,97,,,3,,169,,271,,540,,,,
Total:,,,,46,"5,762",,,310,,"9,563",,"11,618",,"27,253",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"9,378",,,209,,"3,203",,"9,735",,"22,525",,,,
Total:,,,,37,"9,378",,,209,,"3,203",,"9,735",,"22,525",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"9,389",,,376,,"6,836",,"12,559",,"29,160",,,,
Total:,,,,48,"9,389",,,376,,"6,836",,"12,559",,"29,160",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,
Maricopa,,,,45,"7,180",,,316,,"7,680",,"10,804",,"25,980",,,,
Total:,,,,45,"7,180",,,316,,"7,680",,"10,804",,"25,980",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,
Maricopa,,,,44,"5,151",,,333,,"8,896",,"9,473",,"23,853",,,,
Total:,,,,44,"5,151",,,333,,"8,896",,"9,473",,"23,853",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,
Maricopa,,,,26,"1,958",,,134,,"4,090",,"3,646",,"9,828",,,,
Pinal,,,,19,764,,,66,,"1,461",,"1,677",,"3,968",,,,
Total:,,,,45,"2,722",,,200,,"5,551",,"5,323",,"13,796",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,
Maricopa,,,,2,110,,,0,,14,,99,,223,,,,
Pima,,,,17,437,,,22,,455,,666,,"1,580",,,,
Pinal,,,,53,"2,904",,,101,,"3,038",,"5,305",,"11,348",,,,
Total:,,,,72,"3,451",,,123,,"3,507",,"6,070",,"13,151",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,
Pima,,,,63,"3,082",,,170,,"4,185",,"5,086",,"12,523",,,,
Pinal,,,,5,96,,,7,,197,,160,,460,,,,
Total:,,,,68,"3,178",,,177,,"4,382",,"5,246",,"12,983",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,
Pima,,,,65,"5,821",,,194,,"3,942",,"7,360",,"17,317",,,,
Total:,,,,65,"5,821",,,194,,"3,942",,"7,360",,"17,317",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,
Cochise,,,,48,"2,099",,,126,,"3,193",,"3,942",,"9,360",,,,
Graham,,,,20,447,,,34,,"1,099",,911,,"2,491",,,,
Greenlee,,,,8,114,,,3,,176,,202,,495,,,,
Pima,,,,17,935,,,52,,"1,465",,"1,591",,"4,043",,,,
Santa Cruz,,,,3,99,,,5,,138,,122,,364,,,,
Total:,,,,96,"3,694",,,220,,"6,071",,"6,768",,"16,753",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,
Pima,,,,56,"6,815",,,161,,"2,475",,"7,179",,"16,630",,,,
Total:,,,,56,"6,815",,,161,,"2,475",,"7,179",,"16,630",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,
Cochise,,,,7,224,,,6,,129,,263,,622,,,,
Pima,,,,42,"3,698",,,109,,"2,316",,"5,190",,"11,313",,,,
Santa Cruz,,,,21,"1,108",,,14,,456,,"1,113",,"2,691",,,,
Total:,,,,70,"5,030",,,129,,"2,901",,"6,566",,"14,626",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"8,675",,,205,,"3,988",,"11,155",,"24,023",,,,
Total:,,,,40,"8,675",,,205,,"3,988",,"11,155",,"24,023",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,
Maricopa,,,,20,"1,773",,,91,,"2,031",,"2,867",,"6,762",,,,
Pima,,,,18,602,,,14,,328,,837,,"1,781",,,,
Pinal,,,,1,2,,,0,,0,,1,,3,,,,
Yuma,,,,26,"2,350",,,57,,"1,278",,"3,299",,"6,984",,,,
Total:,,,,65,"4,727",,,162,,"3,637",,"7,004",,"15,530",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,
Maricopa,,,,38,"8,249",,,220,,"3,883",,"11,159",,"23,511",,,,
Total:,,,,38,"8,249",,,220,,"3,883",,"11,159",,"23,511",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,
Maricopa,,,,44,"3,349",,,138,,"5,132",,"6,261",,"14,880",,,,
Yuma,,,,20,"1,436",,,94,,"2,785",,"3,003",,"7,318",,,,
Total:,,,,64,"4,785",,,232,,"7,917",,"9,264",,"22,198",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"8,555",,,200,,"3,603",,"11,521",,"23,879",,,,
Total:,,,,34,"8,555",,,200,,"3,603",,"11,521",,"23,879",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,
Maricopa,,,,51,"7,465",,,334,,"8,013",,"12,403",,"28,215",,,,
Total:,,,,51,"7,465",,,334,,"8,013",,"12,403",,"28,215",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,
Maricopa,,,,59,"4,134",,,173,,"8,373",,"7,014",,"19,694",,,,
Total:,,,,59,"4,134",,,173,,"8,373",,"7,014",,"19,694",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"5,979",,,256,,"7,746",,"10,025",,"24,006",,,,
Total:,,,,47,"5,979",,,256,,"7,746",,"10,025",,"24,006",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,
La Paz,,,,11,376,,,9,,708,,737,,"1,830",,,,
Maricopa,,,,2,210,,,11,,513,,466,,"1,200",,,,
Mohave,,,,22,"2,403",,,129,,"6,143",,"6,208",,"14,883",,,,
Yavapai,,,,3,6,,,0,,31,,32,,69,,,,
Total:,,,,38,"2,995",,,149,,"7,395",,"7,443",,"17,982",,,,
,,,,,,,,,,,,,,,,,,
State Total:,,,,1703,"197,941",,,"7,905",,"189,380",,"294,005",,"689,231",,,,
