year,election_date,election_type,county,school_district,ctds_id,nces_leaid,ccd_lea_name,district,office,candidate,party,total_votes,early_voting,election_day,provisional,winner,num_precincts,lea_letter_grade,num_schools_in_lea,total_enrollment,dropout_rate,num_enrolled,num_dropouts,grad_rate_4yr,num_in_cohort,num_graduated,superintendent,supt_hire_year,supt_gender,prior_supt_experience,prior_admin_experience,prior_principal_experience,internal_vs_external,advanced_degree,supt_tenure_at_election,county_registered_voters,county_dem_registration,county_rep_registration,county_lib_registration,county_other_registration,county_ballots_cast,county_turnout_pct
2016.0,2016-11-08,general,Graham,Bd Member San Carlos School Dist. 20,4210.0,406960.0,San Carlos Unified District (4210),,Bd Member San Carlos School Dist. 20,"HARRIS, SHERRIE",NON,230.0,41.0,189.0,,YES,1.0,,,3150.0,12.5,,,72.9,96.0,70.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member San Carlos School Dist. 20,4210.0,406960.0,San Carlos Unified District (4210),,Bd Member San Carlos School Dist. 20,"KITCHEYAN, TARA",NON,129.0,24.0,105.0,,,1.0,,,3150.0,12.5,,,72.9,96.0,70.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member San Carlos School Dist. 20,4210.0,406960.0,San Carlos Unified District (4210),,Bd Member San Carlos School Dist. 20,"THOMPSON, JOANN",NON,131.0,24.0,107.0,,,1.0,,,3150.0,12.5,,,72.9,96.0,70.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member San Carlos School Dist. 20,4210.0,406960.0,San Carlos Unified District (4210),,Bd Member San Carlos School Dist. 20,WRITE-IN,NON,1.0,1.0,,,,1.0,,,3150.0,12.5,,,72.9,96.0,70.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member Thatcher USD,4219.0,408410.0,Thatcher Unified District (4219),,Bd Member Thatcher USD Dist. 4,"ALDER, PRESTON",NON,1883.0,1212.0,646.0,25.0,YES,6.0,,,3498.0,0.6,,,97.3,110.0,107.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member Thatcher USD,4219.0,408410.0,Thatcher Unified District (4219),,Bd Member Thatcher USD Dist. 4,"BLOOMFIELD, JANALEE",NON,1083.0,733.0,335.0,15.0,,6.0,,,3498.0,0.6,,,97.3,110.0,107.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member Thatcher USD,4219.0,408410.0,Thatcher Unified District (4219),,Bd Member Thatcher USD Dist. 4,"BRYCE, REX",NON,1563.0,1005.0,540.0,18.0,,6.0,,,3498.0,0.6,,,97.3,110.0,107.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member Thatcher USD,4219.0,408410.0,Thatcher Unified District (4219),,Bd Member Thatcher USD Dist. 4,"HAYNIE, TODD",NON,1842.0,1188.0,630.0,24.0,,6.0,,,3498.0,0.6,,,97.3,110.0,107.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member Thatcher USD,4219.0,408410.0,Thatcher Unified District (4219),,Bd Member Thatcher USD Dist. 4,"MARTIN, JOY",NON,995.0,667.0,318.0,10.0,,6.0,,,3498.0,0.6,,,97.3,110.0,107.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,Bd Member Thatcher USD,4219.0,408410.0,Thatcher Unified District (4219),,Bd Member Thatcher USD Dist. 4,WRITE-IN,NON,11.0,9.0,2.0,,,6.0,,,3498.0,0.6,,,97.3,110.0,107.0,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,"McGAUGHEY, DONNA",DEM,1786.0,1277.0,499.0,10.0,YES,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,OVER VOTES,DEM,2.0,1.0,1.0,,,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,OVER VOTES,REP,0.0,,,,,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,UNDER VOTES,DEM,225.0,145.0,79.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,UNDER VOTES,REP,4593.0,3217.0,1359.0,17.0,,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,WRITE-IN,DEM,6.0,3.0,3.0,,,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Graham,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,WRITE-IN,REP,161.0,123.0,36.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,QUESTION Safford USD 1,,,,,QUESTION Safford USD 1,"BOND APPROVAL, NO",NON,1885.0,1376.0,484.0,25.0,,11.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-11-08,general,Graham,QUESTION Safford USD 1,,,,,QUESTION Safford USD 1,"BOND APPROVAL, YES",NON,2815.0,1816.0,962.0,37.0,YES,11.0,,,,,,,,,,,,,,,,,,,17806,5449,7961,77,4307,12535,70.4
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,OVER VOTES,DEM,1.0,,,,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,OVER VOTES,REP,0.0,,,,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,"POWERS, TOM",DEM,841.0,5.0,,23.0,YES,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-11-08,general,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,"POWERS, TOM",DEM,2840.0,1893.0,815.0,132.0,YES,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,UNDER VOTES,DEM,117.0,,,2.0,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,UNDER VOTES,REP,604.0,6.0,1.0,38.0,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,WRITE-IN,DEM,7.0,,,1.0,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,WRITE-IN,REP,73.0,,,9.0,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-11-08,general,Greenlee,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,WRITE-IN,NON,51.0,15.0,30.0,6.0,,8.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-11-08,general,Greenlee,QUESTION DUNCAN USD,,,,,QUESTION DUNCAN USD DIST. NO. 2,"BUDGET OVERRIDE CONTINUATION, NO",NON,514.0,351.0,149.0,14.0,,2.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-11-08,general,Greenlee,QUESTION DUNCAN USD,,,,,QUESTION DUNCAN USD DIST. NO. 2,"BUDGET OVERRIDE CONTINUATION, YES",NON,608.0,406.0,172.0,30.0,YES,2.0,,,,,,,,,,,,,,,,,,,4702,2038,1328,30,1304,3376,71.8
2016.0,2016-08-30,primary,La Paz,(DEM) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(DEM) County School Superintendent,"HEREDIA, ARMANDO",NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(DEM) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(DEM) County School Superintendent,Number of Precincts Reporting,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(DEM) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(DEM) County School Superintendent,Number of Precincts for Race,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(DEM) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(DEM) County School Superintendent,Times Blank Voted,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(DEM) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(DEM) County School Superintendent,Times Counted,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(DEM) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(DEM) County School Superintendent,Write-in,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(REP) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(REP) County School Superintendent,Number of Precincts Reporting,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(REP) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(REP) County School Superintendent,Number of Precincts for Race,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(REP) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(REP) County School Superintendent,"PRICE, JACQULINE",NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(REP) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(REP) County School Superintendent,Times Blank Voted,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(REP) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(REP) County School Superintendent,Times Counted,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-08-30,primary,La Paz,(REP) County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,(REP) County School Superintendent,Write-in,NP,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-11-08,general,La Paz,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,"HEREDIA, ARMANDO",DEM,2349.0,1041.0,919.0,,,11.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-11-08,general,La Paz,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,"PRICE, JACQULINE",REP,3132.0,1756.0,913.0,,,11.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-11-08,general,La Paz,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,Times Blank Voted,,571.0,301.0,163.0,,,11.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-11-08,general,La Paz,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,Times Counted,,6056.0,3099.0,1997.0,,YES,11.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-11-08,general,La Paz,County School Superintendent,79193.0,409752.0,Santa Cruz County School Superintendent,,County School Superintendent,Write-in 30,,3.0,1.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,8884,2138,3420,34,3280,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3),"DE OCAMPO, GARTHANNE",,5263.0,,,,YES,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3),"HAMMOND, JASON D.",,4591.0,,,,,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3),"LOPEZ FALK, ADAM",,6084.0,,,,YES,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 QUESTION,NO,,3891.0,,,,,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3),"OCHOA-MARTINEZ, TANAIRI",,6280.0,,,,YES,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3),Write-ins,,158.0,,,,,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 QUESTION,YES,,8207.0,,,,YES,11.0,,,27092.0,0.8,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-5.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,AVONDALE ESD #44,4272.0,400960.0,Avondale Elementary District (4272),,AVONDALE ESD #44 QUESTION,NO,,4372.0,,,,,14.0,,,11230.0,1.4,,,,,,Dr. Eric Dueppen,2025.0,Male,No,Yes,Yes,External,Doctorate,-9.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,AVONDALE ESD #44,4272.0,400960.0,Avondale Elementary District (4272),,AVONDALE ESD #44 QUESTION,YES,,6857.0,,,,YES,14.0,,,11230.0,1.4,,,,,,Dr. Eric Dueppen,2025.0,Male,No,Yes,Yes,External,Doctorate,-9.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BALSZ ESD #31,4268.0,401050.0,Balsz Elementary District (4268),,BALSZ ESD #31 QUESTION,NO,,2386.0,,,,,9.0,,,5052.0,1.8,,,,,,Dr. George Barnes,2022.0,Male,No,Yes,Yes,External,Doctorate,-6.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BALSZ ESD #31,4268.0,401050.0,Balsz Elementary District (4268),,BALSZ ESD #31 QUESTION,YES,,4199.0,,,,YES,9.0,,,5052.0,1.8,,,,,,Dr. George Barnes,2022.0,Male,No,Yes,Yes,External,Doctorate,-6.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD-4YR (vote for 3),"JONES, CRAIG A.",,8204.0,,,,YES,24.0,,,8044.0,1.5,,,90.7,854.0,775.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD-4YR (vote for 3),"KAMARATA, DALE E.",,7038.0,,,,,24.0,,,8044.0,1.5,,,90.7,854.0,775.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD-4YR (vote for 3),"STEWART, MICHAEL D.",,8864.0,,,,YES,24.0,,,8044.0,1.5,,,90.7,854.0,775.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD-4YR (vote for 3),"WARNER, STEVE",,10046.0,,,,YES,24.0,,,8044.0,1.5,,,90.7,854.0,775.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD-4YR (vote for 3),Write-ins,,285.0,,,,,24.0,,,8044.0,1.5,,,90.7,854.0,775.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CAVE CREEK USD #93,4244.0,400001.0,Cave Creek Unified District (4244),,CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3),"BUSBEE, JANET",,14158.0,,,,YES,16.0,,,10758.0,0.6,,,93.5,415.0,388.0,Bill Dolezal,2024.0,Male,No,Yes,Yes,Internal,Masters,-8.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CAVE CREEK USD #93,4244.0,400001.0,Cave Creek Unified District (4244),,CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3),"CLANCY, SUSAN LYNN",,11501.0,,,,,16.0,,,10758.0,0.6,,,93.5,415.0,388.0,Bill Dolezal,2024.0,Male,No,Yes,Yes,Internal,Masters,-8.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CAVE CREEK USD #93,4244.0,400001.0,Cave Creek Unified District (4244),,CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3),"HILL, KATHRYN",,12279.0,,,,YES,16.0,,,10758.0,0.6,,,93.5,415.0,388.0,Bill Dolezal,2024.0,Male,No,Yes,Yes,Internal,Masters,-8.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CAVE CREEK USD #93,4244.0,400001.0,Cave Creek Unified District (4244),,CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3),"RICH, JAMES",,11581.0,,,,YES,16.0,,,10758.0,0.6,,,93.5,415.0,388.0,Bill Dolezal,2024.0,Male,No,Yes,Yes,Internal,Masters,-8.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CAVE CREEK USD #93,4244.0,400001.0,Cave Creek Unified District (4244),,CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3),Write-ins,,209.0,,,,,16.0,,,10758.0,0.6,,,93.5,415.0,388.0,Bill Dolezal,2024.0,Male,No,Yes,Yes,Internal,Masters,-8.0,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 QUESTION,"BOND APPROVAL, NO",,6337.0,,,,,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 QUESTION,"BOND APPROVAL, YES",,8082.0,,,,YES,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3),"CASPERSON, ALYS",,2871.0,,,,,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3),"CASTEEN, JEANNE M.",,5849.0,,,,YES,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3),"HATTRICK, JOSEPH J.",,4521.0,,,,,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3),"MCSHEFFREY, AMY H.",,5489.0,,,,YES,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3),"SEXTON-RUIZ, ANNETTE M.",,5819.0,,,,YES,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,CREIGHTON ESD #14,4263.0,402430.0,Creighton Elementary District (4263),,CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3),Write-ins,,123.0,,,,,17.0,,,13014.0,2.9,,,,,,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),"FRANK, JENNY",,34091.0,,,,YES,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),"GREGOIRE, GREG",,21892.0,,,,,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),"ORDWAY, ANN ELIZABETH",,24530.0,,,,YES,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),"PAPERMAN, JENNIE",,23871.0,,,,,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),"STAMBACH, BOB",,21262.0,,,,,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),"TWEEDY, DARCY",,31564.0,,,,YES,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DEER VALLEY USD #97,4246.0,407750.0,Deer Valley Unified District (4246),,DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3),Write-ins,,545.0,,,,,46.0,,,69630.0,1.0,,,94.4,2601.0,2455.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DYSART USD #89,4243.0,402690.0,Dysart Unified District (4243),,DYSART USD #89 GOV BRD - 4 YR (vote for 3),"CONIAM, T. WILLIAM",,14364.0,,,,,33.0,,,50302.0,0.9,,,90.6,1774.0,1608.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DYSART USD #89,4243.0,402690.0,Dysart Unified District (4243),,DYSART USD #89 GOV BRD - 4 YR (vote for 3),"LEONARD, JAY D.",,19305.0,,,,YES,33.0,,,50302.0,0.9,,,90.6,1774.0,1608.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DYSART USD #89,4243.0,402690.0,Dysart Unified District (4243),,DYSART USD #89 GOV BRD - 4 YR (vote for 3),"PRITCHARD, CHRISTINE A.K.",,23322.0,,,,YES,33.0,,,50302.0,0.9,,,90.6,1774.0,1608.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DYSART USD #89,4243.0,402690.0,Dysart Unified District (4243),,DYSART USD #89 GOV BRD - 4 YR (vote for 3),"SWINNEY, WILLIAM",,17123.0,,,,,33.0,,,50302.0,0.9,,,90.6,1774.0,1608.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
2016.0,2016-11-08,general,Maricopa,DYSART USD #89,4243.0,402690.0,Dysart Unified District (4243),,DYSART USD #89 GOV BRD - 4 YR (vote for 3),"TANNER, JENNIFER L.",,28848.0,,,,YES,33.0,,,50302.0,0.9,,,90.6,1774.0,1608.0,,,,,,,,,,2161716,617685,767484,20654,752196,,
